NAME,MASS,VELOCITY,ACCELERATION,POSITION
Sun,1.989e+30,(0.0,0.0,0.0),(0.0,0.0,0.0),(0.0,0.0,0.0)
Object0,5.434844749727643e+26,(3044.0837407657996,5273.73016321522,0.0),(0.0,0.0,0.0),(3100788113986.5522,-1789825870725.1772,0.0)
Object1,5.8229553149582846e+26,(-8377.408962772677,-1889.8702619259618,0.0),(0.0,0.0,0.0),(-396101583826.3063,1755837437821.4065,0.0)
Object2,8.317567683029358e+26,(942.9439931835537,-6456.752560287077,0.0),(0.0,0.0,0.0),(-3085066783629.773,-450543081066.1978,0.0)
Object3,8.398142629888006e+26,(-3350.8178304655817,-5110.317194243575,0.0),(0.0,0.0,0.0),(-2972822235637.139,1949269561035.9185,0.0)
Object4,5.645483630241011e+26,(26802.129085298122,-5771.516029717661,0.0),(0.0,0.0,0.0),(-37178711595.40738,-172652838920.37036,0.0)
Object5,2.5060528805575997e+26,(-436.89223142922424,5701.202392555648,0.0),(0.0,0.0,0.0),(4048491677581.0166,310242373652.71704,0.0)
Object6,4.990664735292946e+26,(2801.376970151425,6709.794499171827,0.0),(0.0,0.0,0.0),(2317114007099.046,-967408140071.0162,0.0)
Object7,4.282568282704124e+26,(3197.8803300196005,4633.958669579135,0.0),(0.0,0.0,0.0),(3446700379312.4775,-2378557111187.079,0.0)
Object8,2.5289877902734688e+26,(-4454.613908337029,3570.822787256132,0.0),(0.0,0.0,0.0),(2547388057289.552,3177875505452.723,0.0)
Object9,7.271750688283903e+26,(6420.671815564887,1852.9404274898193,0.0),(0.0,0.0,0.0),(824227326213.6411,-2856051432914.9463,0.0)
Object10,9.845613390798979e+26,(15126.97189468924,5166.427865414231,0.0),(0.0,0.0,0.0),(167919265337.2956,-491656919152.6835,0.0)
Object11,5.244447600738997e+26,(-3655.1526727545242,4824.753323709995,0.0),(0.0,0.0,0.0),(2888092677699.5723,2187970858153.428,0.0)
Object12,8.498161844420215e+26,(-24274.670620471334,-20731.221103150117,0.0),(0.0,0.0,0.0),(-84601199670.26508,99061519139.37946,0.0)
Object13,7.600592355563803e+26,(-6128.944038058521,3041.669574922738,0.0),(0.0,0.0,0.0),(1260564683155.8362,2540029483515.263,0.0)
Object14,1.7622453828060547e+26,(-353.1402830108326,-6969.47268682932,0.0),(0.0,0.0,0.0),(-2722515076059.416,137948706833.6976,0.0)
Object15,3.9929235815538355e+26,(9353.887348990533,13816.419278240306,0.0),(0.0,0.0,0.0),(394874167099.83435,-267334712539.8428,0.0)
Object16,1.200498838712543e+26,(6486.612856853789,3464.8368364337607,0.0),(0.0,0.0,0.0),(1156520474379.3335,-2165152626940.1707,0.0)
Object17,7.71003217115326e+26,(-5785.134407568688,-979.6542759949607,0.0),(0.0,0.0,0.0),(-643806067441.6971,3801856148461.918,0.0)
Object18,8.449722424822985e+25,(2554.918721960801,9418.25055686406,0.0),(0.0,0.0,0.0),(1345373488717.5127,-364963736481.71405,0.0)
Object19,7.876421664984808e+26,(-3647.310983236814,8562.587714297417,0.0),(0.0,0.0,0.0),(1409978081748.553,600592801530.9841,0.0)
Object20,4.509333922216239e+26,(681.2065899978468,6065.386939467671,0.0),(0.0,0.0,0.0),(3541260044804.273,-397720657147.1365,0.0)
Object21,8.626356566713002e+26,(-5477.300338654985,-3901.7622429092553,0.0),(0.0,0.0,0.0),(-1703098136609.7827,2390812002286.422,0.0)
Object22,3.865895555858458e+26,(40811.58382234586,10539.789405153739,0.0),(0.0,0.0,0.0),(18683634253.098442,-72345724958.5583,0.0)
Object23,6.330180978193135e+26,(8743.34202417121,-2860.732206167485,0.0),(0.0,0.0,0.0),(-487789668723.54004,-1490846259678.6616,0.0)
Object24,9.269288781809425e+26,(2476.5062868924197,-7022.519251270281,0.0),(0.0,0.0,0.0),(-2257847016548.5625,-796234532260.2522,0.0)
Object25,4.554973519508671e+26,(7639.862184935343,2203.744746941038,0.0),(0.0,0.0,0.0),(581941054727.3875,-2017452095595.2205,0.0)
Object26,2.5434924709679203e+25,(-194.95260599874223,5429.787464700001,0.0),(0.0,0.0,0.0),(4494026217523.029,161354772765.71292,0.0)
Object27,6.271462848834488e+26,(-13095.787868877806,-6444.556345281598,0.0),(0.0,0.0,0.0),(-275148004639.4443,559119931341.9489,0.0)
Object28,6.490634165939185e+26,(6382.448902283994,-3922.9509833565967,0.0),(0.0,0.0,0.0),(-1238558586779.7866,-2015074092473.945,0.0)
Object29,6.111553791454945e+26,(321.36170929924845,-11701.599270753466,0.0),(0.0,0.0,0.0),(-968409228059.4126,-26595479611.76248,0.0)
Object30,5.3917600220950554e+26,(4369.898639343747,-3747.3054711510376,0.0),(0.0,0.0,0.0),(-2607738398856.884,-3040999077512.8438,0.0)
Object31,3.332195326361256e+26,(10800.005698794192,-7509.844899451705,0.0),(0.0,0.0,0.0),(-437985411416.2177,-629872521019.6053,0.0)
Object32,8.332567698034353e+26,(-11863.428125046776,-4918.340497173893,0.0),(0.0,0.0,0.0),(-308251827280.8371,743527903255.5459,0.0)
Object33,2.2364170696113384e+26,(-5882.451958109442,-1311.5801400563496,0.0),(0.0,0.0,0.0),(-795342337341.86,3567119497145.6025,0.0)
Object34,1.5521470262154095e+26,(5723.175734069887,-640.7837086531974,0.0),(0.0,0.0,0.0),(-445374352775.98395,-3977872180524.067,0.0)
Object35,1.4789267854822174e+26,(-1611.0219601581339,-5011.771860965402,0.0),(0.0,0.0,0.0),(-4560375835293.193,1465921797928.093,0.0)
Object36,5.576379017348905e+25,(3272.7253515394527,-5999.864361164508,0.0),(0.0,0.0,0.0),(-2495052224247.4043,-1360967544627.0457,0.0)
Object37,3.688923425425136e+26,(-7125.535349276722,14289.8945428549,0.0),(0.0,0.0,0.0),(465934443261.1252,232334279021.16803,0.0)
Object38,7.477345641132495e+26,(4147.154472349398,-6128.048702175651,0.0),(0.0,0.0,0.0),(-2008002580762.8677,-1358914931655.7056,0.0)
Object39,1.6053000297220665e+26,(-4716.359402308103,3645.189576866048,0.0),(0.0,0.0,0.0),(2284763088930.9644,2956160070497.766,0.0)
Object40,3.877750992129298e+26,(-6298.947716955044,1790.395953017268,0.0),(0.0,0.0,0.0),(846395012672.1515,2977775906904.0767,0.0)
Object41,1.454780506279117e+26,(-1219.760911494955,-8285.487850084815,0.0),(0.0,0.0,0.0),(-1872563899494.941,275672391319.3736,0.0)
Object42,3.1629745476060395e+26,(8323.991544163531,3169.254924799697,0.0),(0.0,0.0,0.0),(595410879211.0549,-1563836056567.471,0.0)
Object43,7.795104959673356e+26,(-40745.16002162031,-36643.296250685176,0.0),(0.0,0.0,0.0),(-29561325513.58877,32870430931.274628,0.0)
Object44,6.286279310882307e+26,(19704.510906122086,-21571.966357903915,0.0),(0.0,0.0,0.0),(-114824692070.20709,-104884476438.12071,0.0)
Object45,1.2644014451697679e+26,(-1861.8243221794983,-5909.777718429619,0.0),(0.0,0.0,0.0),(-3298016932235.4995,1039011690786.1487,0.0)
Object46,5.2369502014230896e+26,(5132.624708203379,6267.768713992878,0.0),(0.0,0.0,0.0),(1564992139600.8674,-1281559306093.5354,0.0)
Object47,1.3592289561460656e+26,(6408.189594386342,-537.0234300823864,0.0),(0.0,0.0,0.0),(-268082627419.69693,-3198974583293.508,0.0)
Object48,3.2299218685554644e+26,(-5706.222260244279,-19671.534075217976,0.0),(0.0,0.0,0.0),(-303902206454.2861,88154463641.5238,0.0)
Object49,4.4330695201028696e+26,(-8350.452695538213,10282.223596831487,0.0),(0.0,0.0,0.0),(587329700471.4829,476985239066.68207,0.0)
Object50,8.149664660060582e+25,(-3974.895468562901,-5550.350072749423,0.0),(0.0,0.0,0.0),(-2315771056474.2295,1658444558984.1455,0.0)
Object51,1.8380523936515143e+26,(-4452.91730570189,-3333.8019129142385,0.0),(0.0,0.0,0.0),(-2571241242403.819,3434374604286.493,0.0)
Object52,7.609872114336987e+26,(-1543.2281929858952,-6267.087429346019,0.0),(0.0,0.0,0.0),(-3094279960113.159,761945660607.4819,0.0)
Object53,1.020728725565109e+26,(7275.179438207515,-930.1034743783165,0.0),(0.0,0.0,0.0),(-312953021845.2148,-2447888275199.7305,0.0)
Object54,4.114534224343314e+26,(8146.363366567422,-4333.824464536777,0.0),(0.0,0.0,0.0),(-732269640062.3872,-1376459664914.313,0.0)
Object55,9.497335606558002e+26,(5464.301363229963,-831.1526743906171,0.0),(0.0,0.0,0.0),(-653457274936.2526,-4296066881893.4507,0.0)
Object56,3.3414450869159823e+25,(-2370.7609085021204,5125.813807565893,0.0),(0.0,0.0,0.0),(3777723409660.196,1747250157533.2734,0.0)
Object57,6.511123732702673e+26,(-5943.184146028038,-1274.0943017253273,0.0),(0.0,0.0,0.0),(-753204506900.1726,3513423675205.333,0.0)
Object58,4.867571613063067e+26,(-16043.676455747158,5584.232056507254,0.0),(0.0,0.0,0.0),(151215877034.58652,434448028227.6037,0.0)
Object59,9.05343469386059e+26,(5320.887238009954,-14181.571851861541,0.0),(0.0,0.0,0.0),(-541742510400.71246,-203260318389.90036,0.0)
Object60,1.7171978679169418e+26,(6399.476168545091,1256.8230190117645,0.0),(0.0,0.0,0.0),(601488254048.663,-3062650579451.3804,0.0)
Object61,3.1839418985225245e+26,(-8232.89280215187,-9711.156323882438,0.0),(0.0,0.0,0.0),(-624724948632.4054,529627303009.38885,0.0)
Object62,9.775273404165902e+26,(-4922.405462483236,-1557.554120002299,0.0),(0.0,0.0,0.0),(-1502415142319.5637,4748147373177.911,0.0)
Object63,2.912603125269338e+26,(-6435.6345412936425,-5575.034598326759,0.0),(0.0,0.0,0.0),(-1198934386173.1445,1384009984568.7705,0.0)
Object64,3.889181296477986e+26,(-20847.63082040237,29601.64755139888,0.0),(0.0,0.0,0.0),(82796382739.82538,58311228036.46258,0.0)
Object65,5.234306478813949e+25,(-3652.4350030678256,4422.8981327949605,0.0),(0.0,0.0,0.0),(3111056309494.842,2569114327336.6323,0.0)
Object66,1.0167889002665177e+26,(-12628.658887561449,2691.7347503206197,0.0),(0.0,0.0,0.0),(165980915211.78812,778723222934.6733,0.0)
Object67,2.1488273960773687e+26,(-6338.648710062707,172.49753427589246,0.0),(0.0,0.0,0.0),(89815456288.88841,3300387037641.3853,0.0)
