NAME,MASS,VELOCITY,ACCELERATION,POSITION
Sun,1.989e+30,(0.0,0.0,0.0),(0.0,0.0,0.0),(0.0,0.0,0.0)
Object0,9.487553668760477e+26,(1213.766489341802,5564.372655851992,0.0),(0.0,0.0,0.0),(3998769568981.6343,-872258707605.6486,0.0)
Object1,5.683550028874338e+26,(28824.59964458273,14583.286405885514,0.0),(0.0,0.0,0.0),(57429976218.95569,-113513238788.28992,0.0)
Object2,9.282426700828186e+26,(-5480.763746263931,-2268.586465793644,0.0),(0.0,0.0,0.0),(-1442961602412.5923,3486105448040.359,0.0)
Object3,3.5539944361695694e+26,(865.246315232454,5323.524279118461,0.0),(0.0,0.0,0.0),(4504601414013.7,-732144641540.2975,0.0)
Object4,3.923335665991751e+26,(16773.309847762943,2165.9448081421224,0.0),(0.0,0.0,0.0),(59437232401.17637,-460288328590.231,0.0)
Object5,8.972008275660704e+26,(-5487.959995580609,-3423.618926558348,0.0),(0.0,0.0,0.0),(-1679407092154.952,2692039954138.7617,0.0)
Object6,3.705765155001365e+26,(-7524.836854242025,-1617.8141859712268,0.0),(0.0,0.0,0.0),(-471021961067.9744,2190834672199.2976,0.0)
Object7,6.871477246979615e+25,(6140.048547790328,354.24537829124813,0.0),(0.0,0.0,0.0),(202145687555.20337,-3503741788537.7334,0.0)
Object8,1.0482391017134492e+26,(2257.571495123017,6149.441262775458,0.0),(0.0,0.0,0.0),(2904050272339.624,-1066129561221.1721,0.0)
Object9,7.146931918228149e+26,(-1849.3024488652302,7525.867549818636,0.0),(0.0,0.0,0.0),(2146516593787.8242,527455255775.4404,0.0)
Object10,6.329118308115104e+26,(32438.337245919327,-18229.649597648004,0.0),(0.0,0.0,0.0),(-46973011615.00523,-83585062020.09593,0.0)
Object11,4.089765914563676e+26,(1428.2902293944946,5873.522228647696,0.0),(0.0,0.0,0.0),(3530344111555.2905,-858489302439.5259,0.0)
Object12,7.945222089021815e+26,(6406.331728781313,4601.156658348833,0.0),(0.0,0.0,0.0),(1244798687346.437,-1733171443363.6704,0.0)
Object13,8.866510836639092e+26,(-4965.913621470757,13185.39916390937,0.0),(0.0,0.0,0.0),(625811637531.6833,235694535801.37875,0.0)
Object14,5.372274839239692e+26,(-2317.447234550252,-6537.167046766223,0.0),(0.0,0.0,0.0),(-2601017103983.57,922069124365.7899,0.0)
Object15,9.572022055097482e+26,(-6576.699321268,2129.8785199212375,0.0),(0.0,0.0,0.0),(855851796982.1553,2642723460362.7466,0.0)
Object16,6.446622684693742e+26,(-4901.436790442027,5214.413516053142,0.0),(0.0,0.0,0.0),(1888689219142.6213,1775327329893.8196,0.0)
Object17,7.49829048693729e+26,(-969.0817640833657,-18206.39822299507,0.0),(0.0,0.0,0.0),(-398794715974.112,21226861135.83982,0.0)
Object18,4.8289246750151196e+26,(-7646.748113516995,-4461.535671419623,0.0),(0.0,0.0,0.0),(-853558191718.1251,1462936749359.3818,0.0)
Object19,7.183693255856441e+26,(13686.266796617021,-12061.587535191045,0.0),(0.0,0.0,0.0),(-263741358606.68634,-299266957078.5634,0.0)
Object20,3.905482332084135e+26,(3541.3264186879737,-6473.692229013249,0.0),(0.0,0.0,0.0),(-2138944476510.9204,-1170074250491.4253,0.0)
Object21,9.716247510024076e+26,(-4464.507021926007,-3745.7058073161074,0.0),(0.0,0.0,0.0),(-2512358993162.3794,2994480865172.18,0.0)
Object22,5.081986964241694e+26,(2123.542708386216,5373.876186415351,0.0),(0.0,0.0,0.0),(3697796161638.611,-1461222366082.1218,0.0)
Object23,8.725170854535507e+26,(-8660.33415375951,3570.671226164984,0.0),(0.0,0.0,0.0),(576649155481.2572,1398609409725.6328,0.0)
Object24,2.48626225013248e+26,(2812.1928415059037,7351.485646864222,0.0),(0.0,0.0,0.0),(2001356835969.8027,-765586935453.5018,0.0)
Object25,9.60185121037511e+25,(-5144.988298589827,-1013.8295648846739,0.0),(0.0,0.0,0.0),(-933331474182.5006,4736476109690.881,0.0)
Object26,5.9819004741882866e+26,(-12255.298552198261,14129.420153073768,0.0),(0.0,0.0,0.0),(286664525050.4251,248641437564.78296,0.0)
Object27,5.883893479893602e+25,(5067.495382650763,4077.952939214732,0.0),(0.0,0.0,0.0),(1967117707194.7834,-2444451921571.137,0.0)
Object28,2.2192952668882337e+26,(1989.3922811457055,-7340.889024681675,0.0),(0.0,0.0,0.0),(-2215008575173.8145,-600270750219.3053,0.0)
Object29,6.673998406227066e+26,(-20705.644264068404,2481.065861555332,0.0),(0.0,0.0,0.0),(36318303849.09812,303093074402.4512,0.0)
Object30,8.220851961454964e+26,(4847.488397788374,-1897.1603297805157,0.0),(0.0,0.0,0.0),(-1785476110848.199,-4562120868754.55,0.0)
Object31,7.744302910478268e+26,(2710.726906113062,-5612.003492502733,0.0),(0.0,0.0,0.0),(-3077482595888.277,-1486494954415.7756,0.0)
Object32,1.2223240583692552e+26,(-5125.726515990872,810.9964199618975,0.0),(0.0,0.0,0.0),(770346057050.1895,4868804736889.822,0.0)
Object33,7.2875992708721505e+25,(-5764.399638795816,46.21031394717697,0.0),(0.0,0.0,0.0),(32023980738.83535,3994758036371.7476,0.0)
Object34,9.518669056547308e+26,(7531.693535921905,-3111.8559644372185,0.0),(0.0,0.0,0.0),(-763324555159.7727,-1847491234687.354,0.0)
Object35,4.1965769465474155e+25,(-2112.1371434935245,-4846.502772860307,0.0),(0.0,0.0,0.0),(-4354145688302.1816,1897564752865.621,0.0)
Object36,2.599247786588984e+26,(-3716.3361692481867,-5954.021846588763,0.0),(0.0,0.0,0.0),(-2286067645716.575,1426900353412.7192,0.0)
Object37,8.309668838619191e+26,(6403.0136736530485,-2746.843315876551,0.0),(0.0,0.0,0.0),(-1078138730715.554,-2513189228874.416,0.0)
Object38,4.3824029358514545e+26,(-10721.355160170058,3093.6261836950107,0.0),(0.0,0.0,0.0),(295569927136.7379,1024335189623.2091,0.0)
Object39,2.05862618178856e+26,(5183.331190881668,-713.914855985119,0.0),(0.0,0.0,0.0),(-661633886224.3864,-4803748697285.268,0.0)
Object40,5.625861231262256e+26,(-6907.096212315141,-4164.659494850094,0.0),(0.0,0.0,0.0),(-1053720314123.7771,1747597276445.7268,0.0)
Object41,3.3924939711504494e+26,(22114.13235060139,-3952.952139145881,0.0),(0.0,0.0,0.0),(-46287407776.18711,-258947193312.09244,0.0)
Object42,2.193489759993675e+26,(4572.344633891129,-2711.3400716108627,0.0),(0.0,0.0,0.0),(-2396179091396.5527,-4040864045460.6904,0.0)
Object43,9.686050748738692e+26,(26026.008835060915,-11336.413321326154,0.0),(0.0,0.0,0.0),(-65784078421.84557,-151026339432.46246,0.0)
Object44,9.807544901059416e+26,(3362.14632311134,-6738.6252078636035,0.0),(0.0,0.0,0.0),(-2094530825360.2715,-1045037955948.4377,0.0)
Object45,5.8334163905020916e+26,(-6888.303158030966,-6547.68140916344,0.0),(0.0,0.0,0.0),(-1012618847273.5724,1065297036870.8595,0.0)
Object46,1.774497841239167e+26,(4685.348729908542,-6887.872529205745,0.0),(0.0,0.0,0.0),(-1581723994358.751,-1075938684493.8038,0.0)
Object47,9.223207440263895e+26,(-7596.758656416474,-2887.906486683544,0.0),(0.0,0.0,0.0),(-714178945664.6334,1878677551619.3208,0.0)
Object48,7.450535643122975e+26,(-4388.676155749969,-6383.309013618038,0.0),(0.0,0.0,0.0),(-1822981591870.9287,1253343027502.9758,0.0)
Object49,3.4970259386339644e+26,(1342.1114200186385,-5007.494511780092,0.0),(0.0,0.0,0.0),(-4770980402777.536,-1278720779062.1453,0.0)
Object50,4.586283641406495e+25,(12328.826794304341,3372.3436190020952,0.0),(0.0,0.0,0.0),(214389351243.6999,-783778130773.3368,0.0)
Object51,9.735239997784476e+25,(-27782.915111673406,21528.210011636827,0.0),(0.0,0.0,0.0),(65820501185.17796,84943680689.0644,0.0)
Object52,1.8754846419779848e+26,(7215.84372366131,1638.0556254932003,0.0),(0.0,0.0,0.0),(536751924183.67456,-2364460609887.8643,0.0)
Object53,1.6152726825184897e+26,(7576.2150547007905,3622.297486804162,0.0),(0.0,0.0,0.0),(811998983645.307,-1698336193177.475,0.0)
Object54,2.6338077262205075e+26,(11035.21726129096,-30686.40303968966,0.0),(0.0,0.0,0.0),(-117468737695.3275,-42243238485.81792,0.0)
Object55,5.605104192322853e+24,(2556.796279605689,-14627.628086666356,0.0),(0.0,0.0,0.0),(-593044945562.194,-103659670690.87143,0.0)
Object56,9.635503494507805e+26,(-5737.940269818865,2761.546073186002,0.0),(0.0,0.0,0.0),(1419727458628.284,2949909630742.6113,0.0)
Object57,6.212298751324029e+26,(11694.533012221935,9695.529997295653,0.0),(0.0,0.0,0.0),(367160548024.795,-442860900936.7319,0.0)
Object58,2.5613899699371895e+26,(-8162.783559770917,2959.1642405210714,0.0),(0.0,0.0,0.0),(600148792099.0208,1655496043943.6877,0.0)
Object59,9.849793617325834e+26,(-313.24477992576897,-5397.297176035418,0.0),(0.0,0.0,0.0),(-4534164363624.009,263150846045.12186,0.0)
Object60,4.93365202420029e+25,(6971.042199664779,1111.2622111344951,0.0),(0.0,0.0,0.0),(419388355793.63776,-2630858763118.3633,0.0)
Object61,3.4216561861051084e+26,(6049.789934810717,-5510.192162890841,0.0),(0.0,0.0,0.0),(-1334943592595.7087,-1465670900629.4536,0.0)
Object62,8.538315786968035e+25,(8099.655696288905,130.62922613388974,0.0),(0.0,0.0,0.0),(32622088814.082096,-2022730251934.5847,0.0)
Object63,4.065435534909266e+26,(613.322157522581,9964.4022182656,0.0),(0.0,0.0,0.0),(1329458058926.9565,-81829904812.77356,0.0)
Object64,4.657929240462838e+26,(4071.562747579371,6190.056606975356,0.0),(0.0,0.0,0.0),(2020425209178.2136,-1328951985138.6108,0.0)
Object65,1.3028070539893562e+26,(-299.86403510074575,6750.034773042174,0.0),(0.0,0.0,0.0),(2904986606261.5103,129051336023.65149,0.0)
Object66,1.7390684420647155e+26,(6340.304808296423,-3315.7288525983513,0.0),(0.0,0.0,0.0),(-1201702570974.389,-2297884093544.1333,0.0)
Object67,7.091375578870073e+26,(4389.056090346201,-3431.069112369633,0.0),(0.0,0.0,0.0),(-2634330970496.0815,-3369861116571.3623,0.0)
Object68,7.42348495300343e+26,(6884.174487448839,3916.9830041356936,0.0),(0.0,0.0,0.0),(1046480996735.6794,-1839210885449.69,0.0)
Object69,2.558101966144582e+26,(11406.205301475391,-2149.237157890542,0.0),(0.0,0.0,0.0),(-182462305864.21466,-968344750986.2113,0.0)
Object70,1.624587355493642e+26,(-4436.184731886474,6190.942067998262,0.0),(0.0,0.0,0.0),(1860248824720.1968,1332980884507.2544,0.0)
Object71,8.908483021164891e+26,(-4615.380045128869,-3100.5106393503165,0.0),(0.0,0.0,0.0),(-2394539364111.0454,3564480333700.6045,0.0)
Object72,7.092892880571511e+26,(1304.2426106608482,9443.882083360435,0.0),(0.0,0.0,0.0),(1446876777788.5056,-199820193571.91653,0.0)
Object73,9.974034883015506e+26,(-5146.324407313598,962.75054679265,0.0),(0.0,0.0,0.0),(890541257002.2397,4760334046964.103,0.0)
Object74,3.34306495277743e+26,(-87.53338811431675,11879.112238366399,0.0),(0.0,0.0,0.0),(940669720579.0555,6931495055.067823,0.0)
Object75,7.038820657121718e+26,(-5110.808780571385,-6642.625944499498,0.0),(0.0,0.0,0.0),(-1497816493790.9905,1152413782156.5122,0.0)
Object76,1.3376512404523178e+26,(-10196.5756746188,-3670.9071824232738,0.0),(0.0,0.0,0.0),(-382876001652.2182,1063503905392.9865,0.0)
Object77,8.976994042200742e+26,(576.7444269242699,8823.79181005627,0.0),(0.0,0.0,0.0),(1694153704855.9731,-110733993804.70605,0.0)
Object78,5.7971664798815456e+26,(-7346.762654942603,3823.4121135997048,0.0),(0.0,0.0,0.0),(893445584898.4496,1716773515993.1274,0.0)
Object79,7.675394141765658e+26,(-11785.8188542127,6402.993329533202,0.0),(0.0,0.0,0.0),(352259627275.4981,648394890179.3052,0.0)
Object80,4.177884550834591e+26,(11093.387855683719,-4630.704473126374,0.0),(0.0,0.0,0.0),(-353879737340.87463,-847759817835.9648,0.0)
Object81,7.11230347074674e+26,(768.1518509192077,-5438.810410391174,0.0),(0.0,0.0,0.0),(-4356783737221.301,-615331522754.9077,0.0)
